ENSG00000002586,
ENSG00000002834,
ENSG00000002933,
ENSG00000003056,
ENSG00000003096,
ENSG00000003137,
ENSG00000003436,
ENSG00000003987,dubious
ENSG00000004139,
ENSG00000004660,
ENSG00000004779,
ENSG00000004799,
ENSG00000004838,
ENSG00000005075,nonsignificant
ENSG00000005189,
ENSG00000005194,
ENSG00000005243,nonsignificant
ENSG00000005483,
ENSG00000005513,
ENSG00000005961,
ENSG00000006047,
ENSG00000006071,
ENSG00000006118,
ENSG00000006128,
ENSG00000006432,
ENSG00000006453,
ENSG00000006468,
ENSG00000006534,
ENSG00000007038,
ENSG00000007174,
ENSG00000007237,
ENSG00000007312,
ENSG00000007402,
ENSG00000007516,
ENSG00000008130,nonsignificant
ENSG00000008277,
ENSG00000008283,
ENSG00000008300,
ENSG00000008513,nonsignificant
ENSG00000008516,
ENSG00000008517,
ENSG00000008735,
ENSG00000008853,
ENSG00000009724,nonsignificant
ENSG00000009954,
ENSG00000010244,
ENSG00000010379,
ENSG00000010404,
ENSG00000010810,
ENSG00000011009,
ENSG00000011052,
ENSG00000011083,
ENSG00000011295,
ENSG00000011426,
ENSG00000011465,
ENSG00000011485,
ENSG00000012061,
ENSG00000013375,
ENSG00000014641,nonsignificant
ENSG00000015520,
ENSG00000018236,
ENSG00000018408,
ENSG00000018699,nonsignificant
ENSG00000019505,
ENSG00000019582,
ENSG00000021762,
ENSG00000023445,
ENSG00000023608,
ENSG00000026025,
ENSG00000026559,
ENSG00000028528,
ENSG00000029534,
ENSG00000029725,
ENSG00000030582,
ENSG00000033627,
ENSG00000033867,
ENSG00000034053,significant
ENSG00000034152,
ENSG00000034510,
ENSG00000035862,
ENSG00000036473,
ENSG00000038210,
ENSG00000038427,
ENSG00000041353,
ENSG00000041982,
ENSG00000042062,
ENSG00000042445,
ENSG00000042781,
ENSG00000043591,
ENSG00000047662,
ENSG00000048540,
ENSG00000048740,
ENSG00000049323,dubious
ENSG00000049618,dubious
ENSG00000049656,
ENSG00000049768,
ENSG00000049860,
ENSG00000050165,
ENSG00000050628,
ENSG00000052802,
ENSG00000053254,dubious
ENSG00000054118,
ENSG00000054219,
ENSG00000054277,dubious
ENSG00000054356,
ENSG00000054523,
ENSG00000054793,
ENSG00000054965,significant
ENSG00000055147,
ENSG00000055332,dubious
ENSG00000055609,
ENSG00000055732,
ENSG00000057593,
ENSG00000058085,
ENSG00000058091,
ENSG00000058335,
ENSG00000058404,
ENSG00000058668,nonsignificant
ENSG00000059122,dubious
ENSG00000059758,significant
ENSG00000104325,dubious
ENSG00000145022,dubious
ENSG00000225921,dubious
ENSG00000082153,dubious
